TIME PERIOD,PRODUCT,TOTAL DOLS (000),NETWORK TV DOLS (000),CABLE TV DOLS (000),SYNDICATION DOLS (000),SPOT TV DOLS (000),MAGAZINES DOLS (000),SUNDAY MAGS DOLS (000),NATL NEWSP DOLS (000),NEWSPAPER DOLS (000),NETWORK RADIO DOLS (000),NAT SPOT RADIO DOLS (000),OUTDOOR DOLS (000)
"WEEK OF SEP 18, 2017 (B)",AT&T Unlimited Choice Plan : Consumer Wireless Service,30.6,0,0,0,30.6,0,0,0,0,0,0,0
"WEEK OF SEP 18, 2017 (B)",AT&T Unlimited Plus Plan : Consumer Wireless Service,54.5,0,42,0,12.5,0,0,0,0,0,0,0
"WEEK OF SEP 18, 2017 (B)",AT&T Unlimited Plus Plan : ISP & Satellite Service,4.9,0,0,0,0,0,0,0,4.9,0,0,0
"WEEK OF SEP 18, 2017 (B)",AT&T Unlimited Plus Plan : ISP/Phone/TV,44.8,0,0,0,0,0,0,0,44.8,0,0,0
"WEEK OF SEP 18, 2017 (B)",AT&T Unlimited Plus Plan : Satellite & Wireless Service,0.9,0,0,0,0,0,0,0,0.9,0,0,0
"WEEK OF SEP 25, 2017 (B)",AT&T : Business,7.4,0,0,0,0,0,0,0,0,0,7.4,0
"WEEK OF SEP 25, 2017 (B)",AT&T : Business Services,8.1,0,8.1,0,0,0,0,0,0,0,0,0
"WEEK OF SEP 25, 2017 (B)",AT&T : Business Wireless Service,191.1,0,0,0,0,0,0,0,0,0,0,191.1
"WEEK OF SEP 25, 2017 (B)",AT&T : Consumer Wireless Service,13621.9,11264.8,1795.9,0,2.3,0,0,0,5.1,0,553.8,0
"WEEK OF SEP 25, 2017 (B)",AT&T : ISP,1493.8,0,0,0,1493.8,0,0,0,0,0,0,0
"WEEK OF SEP 25, 2017 (B)",AT&T : ISP/Phone/TV,0.6,0,0,0,0,0,0,0,0.6,0,0,0
"WEEK OF SEP 25, 2017 (B)",AT&T : Residential,137.1,0,0,0,0,0,0,0,0,0,137.1,0
"WEEK OF SEP 25, 2017 (B)",AT&T : Satellite Service,140.7,140.7,0,0,0,0,0,0,0,0,0,0
"WEEK OF SEP 25, 2017 (B)",AT&T : Telecommunications Equipment,170.1,0,0,0,0,0,0,0,0,0,0,170.1
"WEEK OF SEP 25, 2017 (B)",AT&T : Vignette,0.2,0,0,0,0.2,0,0,0,0,0,0,0
"WEEK OF SEP 25, 2017 (B)",AT&T Access : ISP,273,0,0,0,273,0,0,0,0,0,0,0
"WEEK OF SEP 25, 2017 (B)",AT&T Business : Business Wireless Service,25.5,0,0,0,0,0,0,0,0,0,0,25.5
"WEEK OF SEP 25, 2017 (B)",AT&T Business : ISP/Phone/TV,34.2,0,0,0,0,0,0,0,0,0,0,34.2
"WEEK OF SEP 25, 2017 (B)",AT&T Business All For Less : Bundled Products,174.1,0,0,0,0,0,0,0,0,0,0,174.1
"WEEK OF SEP 25, 2017 (B)",AT&T Business Network Plan : Business,3.2,0,0,0,0,0,0,0,0,0,0,3.2
"WEEK OF SEP 25, 2017 (B)",AT&T City Of Oaks Marathon : Sponsored Event,7.5,0,0,0,0,0,0,0,7.5,0,0,0
"WEEK OF SEP 25, 2017 (B)",AT&T Communications : Corporate Promotion,532.9,0,0,0,0,0,0,0,0,532.9,0,0
"WEEK OF SEP 25, 2017 (B)",AT&T Fiber : ISP,324.4,0,0,0,186.1,0,0,0,0,0,0,138.3
"WEEK OF SEP 25, 2017 (B)",AT&T Go Phone : Pre-Paid Wireless Service,29.6,0,0,0,0,0,0,0,0,29.6,0,0
"WEEK OF SEP 25, 2017 (B)",AT&T Home Solutions : Residential,207.3,0,0,0,0,0,0,0,0,0,109.2,98.1
"WEEK OF SEP 25, 2017 (B)",AT&T Inc : Corporate Promotion,6.3,0,6.3,0,0,0,0,0,0,0,0,0
"WEEK OF SEP 25, 2017 (B)",AT&T Inc : Recruitment,1.2,0,0,0,0,0,0,0,0,0,1.2,0
"WEEK OF SEP 25, 2017 (B)",AT&T Lifeline Program : Consumer Wireless Service,23,0,0,0,0,0,0,0,23,0,0,0
"WEEK OF SEP 25, 2017 (B)",AT&T Performing Arts Center : Live Event,8,0,0,0,0,0,0,0,6.4,0,0,1.6
"WEEK OF SEP 25, 2017 (B)",AT&T SportsNet Cable TV : Paid Promo,0.3,0,0,0,0.3,0,0,0,0,0,0,0
"WEEK OF SEP 25, 2017 (B)",AT&T Unlimited Plus Plan : Consumer Wireless Service,29.9,0,22.2,0,7.6,0,0,0,0,0,0,0
"WEEK OF SEP 25, 2017 (B)",AT&T Unlimited Plus Plan : ISP & Satellite Service,28.6,0,0,0,0,0,0,0,28.6,0,0,0
"WEEK OF SEP 25, 2017 (B)",AT&T Unlimited Plus Plan : ISP/Phone/TV,120.4,0,0,0,0,0,0,0,120.4,0,0,0
"WEEK OF SEP 25, 2017 (B)",AT&T Unlimited Plus Plan : Satellite & Wireless Service,11,0,0,0,0,0,0,0,11,0,0,0
"WEEK OF SEP 25, 2017 (B)",AT&T Wireless Store : Wireless Store,11.1,0,0,0,0,0,0,0,0,0,0,11.1
"WEEK OF OCT 02, 2017 (B)",AT&T : Business,39.8,0,0,0,0,0,0,0,0,0,39.8,0
"WEEK OF OCT 02, 2017 (B)",AT&T : Business Services,6.8,0,6.8,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 02, 2017 (B)",AT&T : Consumer Wireless Service,11167.7,8628.1,1891.7,0,0.2,0,0,0,0,0,647.8,0
"WEEK OF OCT 02, 2017 (B)",AT&T : ISP,1660.7,0,0,0,1659.9,0,0,0,0.8,0,0,0
"WEEK OF OCT 02, 2017 (B)",AT&T : ISP/Phone/TV,0.5,0,0,0,0,0,0,0,0.5,0,0,0
"WEEK OF OCT 02, 2017 (B)",AT&T : Residential,107.1,0,0,0,0,0,0,0,0,0,107.1,0
"WEEK OF OCT 02, 2017 (B)",AT&T : Satellite Service,96.2,96.2,0,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 02, 2017 (B)",AT&T Access : ISP,4.6,0,0,0,4.6,0,0,0,0,0,0,0
"WEEK OF OCT 02, 2017 (B)",AT&T American Cup : Sponsored Event,34.6,32,2.6,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 02, 2017 (B)",AT&T Communications : Corporate Promotion,501.9,0,0,0,0,0,0,0,23.6,478.3,0,0
"WEEK OF OCT 02, 2017 (B)",AT&T Fiber : ISP,226.5,0,0,0,226.5,0,0,0,0,0,0,0
"WEEK OF OCT 02, 2017 (B)",AT&T Go Phone : Pre-Paid Wireless Service,71.4,0,0,0,0,0,0,0,0,71.4,0,0
"WEEK OF OCT 02, 2017 (B)",AT&T Inc : Corporate Promotion,10.1,0,10.1,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 02, 2017 (B)",AT&T ISP/Phone/TV & Bi-Rite Furniture Store : Combo,2.6,0,0,0,0,0,0,0,2.6,0,0,0
"WEEK OF OCT 02, 2017 (B)",AT&T Mgt Services Lp : Recruitment,0.5,0,0,0,0,0,0,0,0.5,0,0,0
"WEEK OF OCT 02, 2017 (B)",AT&T Performing Arts Center : Live Event,7,0,0,0,0,0,0,0,7,0,0,0
"WEEK OF OCT 02, 2017 (B)",AT&T SportsNet Cable TV : Paid Promo,0.3,0,0,0,0.3,0,0,0,0,0,0,0
"WEEK OF OCT 02, 2017 (B)",AT&T Unlimited Plus Plan : Consumer Wireless Service,52.7,0,35.6,0,17.1,0,0,0,0,0,0,0
"WEEK OF OCT 02, 2017 (B)",AT&T Unlimited Plus Plan : ISP & Satellite Service,15.8,0,0,0,0,0,0,0,15.8,0,0,0
"WEEK OF OCT 02, 2017 (B)",AT&T Unlimited Plus Plan : ISP/Phone/TV,104.1,0,0,0,0,0,0,0,104.1,0,0,0
"WEEK OF OCT 02, 2017 (B)",AT&T Unlimited Plus Plan : Satellite & Wireless Service,10.7,0,0,0,0,0,0,0,10.7,0,0,0
"WEEK OF OCT 02, 2017 (B)",Health & Technology Fair/AT&T : Sponsored Event,0.3,0,0,0,0,0,0,0,0.3,0,0,0
"WEEK OF OCT 09, 2017 (B)",AT&T : Business,39.8,0,0,0,0,0,0,0,0,0,39.8,0
"WEEK OF OCT 09, 2017 (B)",AT&T : Business Services,259,145.8,101.5,11.6,0.2,0,0,0,0,0,0,0
"WEEK OF OCT 09, 2017 (B)",AT&T : Consumer Wireless Service,11050,8388.5,2011.2,0,2.5,0,0,0,0,0,647.8,0
"WEEK OF OCT 09, 2017 (B)",AT&T : ISP,118,0,0,0,118,0,0,0,0,0,0,0
"WEEK OF OCT 09, 2017 (B)",AT&T : ISP/Phone/TV,0.6,0,0,0,0,0,0,0,0.6,0,0,0
"WEEK OF OCT 09, 2017 (B)",AT&T : Residential,107.1,0,0,0,0,0,0,0,0,0,107.1,0
"WEEK OF OCT 09, 2017 (B)",AT&T : Satellite Service,134.5,134.5,0,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 09, 2017 (B)",AT&T Access : ISP,22.9,0,0,0,22.9,0,0,0,0,0,0,0
"WEEK OF OCT 09, 2017 (B)",AT&T Business : ISP,82.3,0,0,0,82.3,0,0,0,0,0,0,0
"WEEK OF OCT 09, 2017 (B)",AT&T Communications : Corporate Promotion,478.3,0,0,0,0,0,0,0,0,478.3,0,0
"WEEK OF OCT 09, 2017 (B)",AT&T Fiber : ISP,3.6,0,0,0,3.6,0,0,0,0,0,0,0
"WEEK OF OCT 09, 2017 (B)",AT&T Go Phone : Pre-Paid Wireless Service,71.4,0,0,0,0,0,0,0,0,71.4,0,0
"WEEK OF OCT 09, 2017 (B)",AT&T Inc : Corporate Promotion,6.6,0,6.6,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 09, 2017 (B)",AT&T Mgt Services Lp : Recruitment,0.5,0,0,0,0,0,0,0,0.5,0,0,0
"WEEK OF OCT 09, 2017 (B)",AT&T Performing Arts Center : Live Event,33,0,0,0,0,0,0,0,33,0,0,0
"WEEK OF OCT 09, 2017 (B)",AT&T SportsNet Cable TV : Paid Promo,0.3,0,0,0,0.3,0,0,0,0,0,0,0
"WEEK OF OCT 09, 2017 (B)",AT&T Unlimited Plus Plan : Consumer Wireless Service,57.7,0,51.3,0,6.4,0,0,0,0,0,0,0
"WEEK OF OCT 09, 2017 (B)",AT&T Unlimited Plus Plan : ISP & Satellite Service,29.3,0,0,0,0,0,0,0,29.3,0,0,0
"WEEK OF OCT 09, 2017 (B)",AT&T Unlimited Plus Plan : ISP/Phone/TV,133.7,0,0,0,0,0,0,0,133.7,0,0,0
"WEEK OF OCT 09, 2017 (B)",AT&T Unlimited Plus Plan : Satellite & Wireless Service,12.7,0,0,0,0,0,0,0,12.7,0,0,0
"WEEK OF OCT 16, 2017 (B)",AT&T : Business,39.8,0,0,0,0,0,0,0,0,0,39.8,0
"WEEK OF OCT 16, 2017 (B)",AT&T : Business Services,305.4,135,151.7,11.6,7.1,0,0,0,0,0,0,0
"WEEK OF OCT 16, 2017 (B)",AT&T : Cable Service,2.7,0,0,0,0,0,0,0,2.7,0,0,0
"WEEK OF OCT 16, 2017 (B)",AT&T : Consumer Wireless Service,9876.6,5987.2,3205.5,0,36.1,0,0,0,0,0,647.8,0
"WEEK OF OCT 16, 2017 (B)",AT&T : ISP,108,0,0,0,107,0,0,0,1,0,0,0
"WEEK OF OCT 16, 2017 (B)",AT&T : ISP/Phone/TV,0.5,0,0,0,0,0,0,0,0.5,0,0,0
"WEEK OF OCT 16, 2017 (B)",AT&T : Residential,107.1,0,0,0,0,0,0,0,0,0,107.1,0
"WEEK OF OCT 16, 2017 (B)",AT&T : Satellite Service,96.4,96.2,0,0,0.2,0,0,0,0,0,0,0
"WEEK OF OCT 16, 2017 (B)",AT&T Access : ISP,7.1,0,0,0,7.1,0,0,0,0,0,0,0
"WEEK OF OCT 16, 2017 (B)",AT&T American Cup : Sponsored Event,0.3,0,0,0,0.3,0,0,0,0,0,0,0
"WEEK OF OCT 16, 2017 (B)",AT&T Business : ISP,56.2,0,0.9,0,55.2,0,0,0,0,0,0,0
"WEEK OF OCT 16, 2017 (B)",AT&T Communications : Corporate Promotion,493.3,0,0,0,0,0,0,0,15,478.3,0,0
"WEEK OF OCT 16, 2017 (B)",AT&T Fiber : ISP,2.4,0,0,0,2.4,0,0,0,0,0,0,0
"WEEK OF OCT 16, 2017 (B)",AT&T Go Phone : Pre-Paid Wireless Service,71.4,0,0,0,0,0,0,0,0,71.4,0,0
"WEEK OF OCT 16, 2017 (B)",AT&T Inc : Corporate Promotion,10.8,0,10.8,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 16, 2017 (B)",AT&T Performing Arts Center : Live Event,7,0,0,0,0,0,0,0,7,0,0,0
"WEEK OF OCT 16, 2017 (B)",AT&T Services Inc : Recruitment,0.4,0,0,0,0,0,0,0,0.4,0,0,0
"WEEK OF OCT 16, 2017 (B)",AT&T SportsNet Cable TV : Paid Promo,0.3,0,0,0,0.3,0,0,0,0,0,0,0
"WEEK OF OCT 16, 2017 (B)",AT&T Unlimited Plus Plan : Consumer Wireless Service,0.3,0,0,0,0.3,0,0,0,0,0,0,0
"WEEK OF OCT 16, 2017 (B)",AT&T Unlimited Plus Plan : ISP & Satellite Service,8.8,0,0,0,0,0,0,0,8.8,0,0,0
"WEEK OF OCT 16, 2017 (B)",AT&T Unlimited Plus Plan : ISP/Phone/TV,58.9,0,0,0,0,0,0,0,58.9,0,0,0
"WEEK OF OCT 16, 2017 (B)",AT&T Unlimited Plus Plan : Satellite & Wireless Service,1.5,0,0,0,0,0,0,0,1.5,0,0,0
"WEEK OF OCT 23, 2017 (B)",AT&T : Business,39.8,0,0,0,0,0,0,0,0,0,39.8,0
"WEEK OF OCT 23, 2017 (B)",AT&T : Business Services,421.9,228.8,180.6,11.6,0.8,0,0,0,0,0,0,0
"WEEK OF OCT 23, 2017 (B)",AT&T : Cable Service,2.7,0,0,0,0,0,0,0,2.7,0,0,0
"WEEK OF OCT 23, 2017 (B)",AT&T : Consumer Wireless Service,11712.1,8348.8,2705.8,0,9.7,0,0,0,0,0,647.8,0
"WEEK OF OCT 23, 2017 (B)",AT&T : ISP,9.2,0,0,0,9.2,0,0,0,0,0,0,0
"WEEK OF OCT 23, 2017 (B)",AT&T : ISP & Satellite Service,26.1,0,0,0,0,0,0,0,26.1,0,0,0
"WEEK OF OCT 23, 2017 (B)",AT&T : ISP/Phone/TV,97.6,0,0,0,0,0,0,0,97.6,0,0,0
"WEEK OF OCT 23, 2017 (B)",AT&T : Residential,107.1,0,0,0,0,0,0,0,0,0,107.1,0
"WEEK OF OCT 23, 2017 (B)",AT&T : Satellite & Wireless Service,6.5,0,0,0,0,0,0,0,6.5,0,0,0
"WEEK OF OCT 23, 2017 (B)",AT&T : Satellite Service,4.8,0,0,0,0,0,0,0,4.8,0,0,0
"WEEK OF OCT 23, 2017 (B)",AT&T Access : ISP,24.4,0,0,0,24.4,0,0,0,0,0,0,0
"WEEK OF OCT 23, 2017 (B)",AT&T Business : ISP,141.9,0,1.4,0,83.8,0,0,0,56.8,0,0,0
"WEEK OF OCT 23, 2017 (B)",AT&T Business Network : Online,11.8,11.8,0,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 23, 2017 (B)",AT&T Communications : Corporate Promotion,478.3,0,0,0,0,0,0,0,0,478.3,0,0
"WEEK OF OCT 23, 2017 (B)",AT&T Fiber : ISP,3.8,0,0,0,3.8,0,0,0,0,0,0,0
"WEEK OF OCT 23, 2017 (B)",AT&T Go Phone : Pre-Paid Wireless Service,71.4,0,0,0,0,0,0,0,0,71.4,0,0
"WEEK OF OCT 23, 2017 (B)",AT&T Inc : Corporate Promotion,10.2,0,10.2,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 23, 2017 (B)",AT&T Performing Arts Center : Live Event,7,0,0,0,0,0,0,0,7,0,0,0
"WEEK OF OCT 23, 2017 (B)",AT&T Services Inc : Recruitment,0.4,0,0,0,0,0,0,0,0.4,0,0,0
"WEEK OF OCT 23, 2017 (B)",AT&T SportsNet Cable TV : Paid Promo,0.2,0,0,0,0.2,0,0,0,0,0,0,0
"WEEK OF OCT 23, 2017 (B)",AT&T Ultimate Bundle : ISP/Phone/TV,1.1,0,0,0,0,0,0,0,1.1,0,0,0
"WEEK OF OCT 23, 2017 (B)",AT&T Unlimited Choice Plan : Consumer Wireless Service,1.1,0,0,0,1.1,0,0,0,0,0,0,0
"WEEK OF OCT 23, 2017 (B)",AT&T Unlimited Plus Plan : ISP & Satellite Service,0.2,0,0,0,0,0,0,0,0.2,0,0,0
"WEEK OF OCT 23, 2017 (B)",AT&T Unlimited Plus Plan : ISP/Phone/TV,14.7,0,0,0,0,0,0,0,14.7,0,0,0
"WEEK OF OCT 23, 2017 (B)",AT&T Unlimited Plus Plan : Satellite & Wireless Service,4.6,0,0,0,0,0,0,0,4.6,0,0,0
"WEEK OF OCT 23, 2017 (B)",Texas Book Festival 2016/AT&T & H-E-B : Sponsored Event,0.2,0,0,0,0,0,0,0,0.2,0,0,0
"WEEK OF OCT 23, 2017 (B)",Texas Book Festival 2017/AT&T & H-E-B : Sponsored Event,0.2,0,0,0,0,0,0,0,0.2,0,0,0
"WEEK OF OCT 30, 2017 (B)",A Christmas Carol Play/AT&T & Charter Communications : Sponsored Event,18.2,0,0,0,0,0,0,0,18.2,0,0,0
"WEEK OF OCT 30, 2017 (B)",AT&T & DirecTV : Combo,79.6,0,0,0,0,0,0,0,0,0,0,79.6
"WEEK OF OCT 30, 2017 (B)",AT&T : Bundled Products,0.6,0,0,0,0,0,0,0,0.6,0,0,0
"WEEK OF OCT 30, 2017 (B)",AT&T : Business,92.5,0,44.9,0,0,0,0,0,0,0,47.6,0
"WEEK OF OCT 30, 2017 (B)",AT&T : Business Services,359.9,85,263.2,10.4,1.3,0,0,0,0,0,0,0
"WEEK OF OCT 30, 2017 (B)",AT&T : Business Wireless Service,115.6,0,0,0,0,0,0,0,0,0,0,115.6
"WEEK OF OCT 30, 2017 (B)",AT&T : Cable Service,2.7,0,0,0,0,0,0,0,2.7,0,0,0
"WEEK OF OCT 30, 2017 (B)",AT&T : Consumer Wireless Service,10971.2,7127.1,2937.8,0,10.1,0,0,0,0,0,893.6,2.5
"WEEK OF OCT 30, 2017 (B)",AT&T : ISP,2.9,0,0,0,0,0,0,0,2.9,0,0,0
"WEEK OF OCT 30, 2017 (B)",AT&T : ISP & Satellite Service,21.7,0,0,0,0,0,0,0,21.7,0,0,0
"WEEK OF OCT 30, 2017 (B)",AT&T : ISP/Phone/TV,126.6,0,0,0,0,0,0,0,126.6,0,0,0
"WEEK OF OCT 30, 2017 (B)",AT&T : Residential,166.6,0,0,0,0,0,0,0,0,0,166.6,0
"WEEK OF OCT 30, 2017 (B)",AT&T : Satellite Service,0,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 30, 2017 (B)",AT&T : Telecommunications Equipment,180.8,0,0,0,0,0,0,0,0,0,0,180.8
"WEEK OF OCT 30, 2017 (B)",AT&T A Tu Manera : Consumer Wireless Service,2.7,0,0,0,0,0,0,0,0,0,0,2.7
"WEEK OF OCT 30, 2017 (B)",AT&T Access : ISP,35.9,0,0,0,0,0,0,0,35.9,0,0,0
"WEEK OF OCT 30, 2017 (B)",AT&T Business : Business Wireless Service,144.5,0,0,0,0,0,0,0,0,0,0,144.5
"WEEK OF OCT 30, 2017 (B)",AT&T Business : ISP,322.1,144.1,3.4,0,117.9,0,0,0,56.8,0,0,0
"WEEK OF OCT 30, 2017 (B)",AT&T Business : ISP/Phone/TV,72,0,0,0,0,0,0,0,0,0,0,72
"WEEK OF OCT 30, 2017 (B)",AT&T Communications : Corporate Promotion,463.1,0,0,0,0,0,0,0,0,463.1,0,0
"WEEK OF OCT 30, 2017 (B)",AT&T Go Phone : Pre-Paid Wireless Service,102,0,0,0,0,0,0,0,0,102,0,0
"WEEK OF OCT 30, 2017 (B)",AT&T Inc : Corporate Promotion,73.5,0,20.2,0,53.2,0,0,0,0,0,0,0
"WEEK OF OCT 30, 2017 (B)",AT&T Inc : Recruitment,0.9,0,0,0,0,0,0,0,0.4,0,0.5,0
"WEEK OF OCT 30, 2017 (B)",AT&T Mobility Llc : Legal Messages,0.3,0,0,0,0,0,0,0,0.3,0,0,0
"WEEK OF OCT 30, 2017 (B)",AT&T Performing Arts Center : Live Event,7.5,0,0,0,0,0,0,0,0,0,0,7.5
"WEEK OF OCT 30, 2017 (B)",AT&T SportsNet Cable TV : Paid Promo,0.3,0,0,0,0.3,0,0,0,0,0,0,0
"WEEK OF OCT 30, 2017 (B)",AT&T Unlimited Choice Plan : Consumer Wireless Service,0.1,0,0,0,0.1,0,0,0,0,0,0,0
"WEEK OF OCT 30, 2017 (B)",AT&T Wireless Store : Wireless Store,12.5,0,0,0,0,0,0,0,0,0,0,12.5
"WEEK OF NOV 06, 2017 (B)",AT&T : Business,97.6,0,46.9,0,0,0,0,0,0,0,50.7,0
"WEEK OF NOV 06, 2017 (B)",AT&T : Business Services,464.7,107.5,343.1,10.4,3.8,0,0,0,0,0,0,0
"WEEK OF NOV 06, 2017 (B)",AT&T : Cable Service,2.7,0,0,0,0,0,0,0,2.7,0,0,0
"WEEK OF NOV 06, 2017 (B)",AT&T : Consumer Wireless Service,9629.2,5951.1,2665.5,0,20.3,0,0,0,0.3,0,992,0
"WEEK OF NOV 06, 2017 (B)",AT&T : ISP,3.5,0,0,0,0,0,0,0,3.5,0,0,0
"WEEK OF NOV 06, 2017 (B)",AT&T : ISP & Satellite Service,32.7,0,0,0,0,0,0,0,32.7,0,0,0
"WEEK OF NOV 06, 2017 (B)",AT&T : ISP & Wireless Service,0.3,0,0,0,0,0,0,0,0.3,0,0,0
"WEEK OF NOV 06, 2017 (B)",AT&T : ISP/Phone/TV,166.4,0,0,0,0,0,0,0,166.4,0,0,0
"WEEK OF NOV 06, 2017 (B)",AT&T : Networking Systems,1.5,0,0,0,1.5,0,0,0,0,0,0,0
"WEEK OF NOV 06, 2017 (B)",AT&T : Residential,190.4,0,0,0,0,0,0,0,0,0,190.4,0
"WEEK OF NOV 06, 2017 (B)",AT&T : Satellite Service,151.3,144.8,0,0,0,0,0,0,6.5,0,0,0
"WEEK OF NOV 06, 2017 (B)",AT&T Business : ISP,246.7,103.8,3.2,0,95.2,0,0,0,44.4,0,0,0
"WEEK OF NOV 06, 2017 (B)",AT&T Communications : Corporate Promotion,457.1,0,0,0,0,0,0,0,0,457.1,0,0
"WEEK OF NOV 06, 2017 (B)",AT&T Go Phone : Pre-Paid Wireless Service,114.3,0,0,0,0,0,0,0,0,114.3,0,0
"WEEK OF NOV 06, 2017 (B)",AT&T Inc : Corporate Promotion,152.2,0,20.1,0,132.1,0,0,0,0,0,0,0
"WEEK OF NOV 06, 2017 (B)",AT&T Inc : Recruitment,0.7,0,0,0,0,0,0,0,0,0,0.7,0
"WEEK OF NOV 06, 2017 (B)",AT&T Performing Arts Center : Live Event,21,0,0,0,0,0,0,0,21,0,0,0
"WEEK OF NOV 06, 2017 (B)",AT&T Services Inc : Recruitment,0.4,0,0,0,0,0,0,0,0.4,0,0,0
"WEEK OF NOV 06, 2017 (B)",AT&T SportsNet Cable TV : Paid Promo,0.3,0,0,0,0.3,0,0,0,0,0,0,0
"WEEK OF NOV 06, 2017 (B)",AT&T Taylor Swift NOW : Online,3.1,3.1,0,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 06, 2017 (B)",AT&T Unlimited Choice Plan : Consumer Wireless Service,0.2,0,0,0,0.2,0,0,0,0,0,0,0
"WEEK OF NOV 13, 2017 (B)",AT&T : Business,51.7,0,1,0,0,0,0,0,0,0,50.7,0
"WEEK OF NOV 13, 2017 (B)",AT&T : Business Services,107.3,0,93.2,10.4,3.7,0,0,0,0,0,0,0
"WEEK OF NOV 13, 2017 (B)",AT&T : Cable Service,5.3,0,2.6,0,0,0,0,0,2.7,0,0,0
"WEEK OF NOV 13, 2017 (B)",AT&T : Consumer Wireless Service,7732.9,5533,1187.6,0,15.2,0,0,0,5.1,0,992,0
"WEEK OF NOV 13, 2017 (B)",AT&T : ISP & Satellite Service,28.3,0,0,0,0,0,0,0,28.3,0,0,0
"WEEK OF NOV 13, 2017 (B)",AT&T : ISP/Phone/TV,164.2,0,0,0,0,0,0,0,164.2,0,0,0
"WEEK OF NOV 13, 2017 (B)",AT&T : Residential,190.4,0,0,0,0,0,0,0,0,0,190.4,0
"WEEK OF NOV 13, 2017 (B)",AT&T : Satellite Service,0,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 13, 2017 (B)",AT&T : Various Telecom Services,1.8,0,0,0,0,0,0,0,1.8,0,0,0
"WEEK OF NOV 13, 2017 (B)",AT&T : Vignette,0.1,0,0,0,0.1,0,0,0,0,0,0,0
"WEEK OF NOV 13, 2017 (B)",AT&T Business : ISP,168.8,0,0,0,81.9,0,0,50.1,36.7,0,0,0
"WEEK OF NOV 13, 2017 (B)",AT&T Communications : Corporate Promotion,457.1,0,0,0,0,0,0,0,0,457.1,0,0
"WEEK OF NOV 13, 2017 (B)",AT&T Go Phone : Pre-Paid Wireless Service,114.3,0,0,0,0,0,0,0,0,114.3,0,0
"WEEK OF NOV 13, 2017 (B)",AT&T Inc : Corporate Promotion,30.9,0,16.6,0,14.2,0,0,0,0,0,0,0
"WEEK OF NOV 13, 2017 (B)",AT&T Inc : Recruitment,0.7,0,0,0,0,0,0,0,0,0,0.7,0
"WEEK OF NOV 13, 2017 (B)",AT&T Lifeline Program : Consumer Wireless Service,9.9,0,0,0,0,0,0,0,9.9,0,0,0
"WEEK OF NOV 13, 2017 (B)",AT&T Mobile TV : Consumer Wireless Service,13.1,0,0,0,0,0,0,0,13.1,0,0,0
"WEEK OF NOV 13, 2017 (B)",AT&T Performing Arts Center : Live Event,7,0,0,0,0,0,0,0,7,0,0,0
"WEEK OF NOV 13, 2017 (B)",AT&T Unlimited Choice Plan : Consumer Wireless Service,0.4,0,0,0,0.4,0,0,0,0,0,0,0
"WEEK OF NOV 13, 2017 (B)",Rutgers University Scarlet Knights Football Team/AT&T : Sponsored Event,3.4,0,0,0,0,0,0,0,3.4,0,0,0
"WEEK OF NOV 20, 2017 (B)",AT&T : Business,50.7,0,0,0,0,0,0,0,0,0,50.7,0
"WEEK OF NOV 20, 2017 (B)",AT&T : Business Services,91.9,7,73.4,10.4,1,0,0,0,0,0,0,0
"WEEK OF NOV 20, 2017 (B)",AT&T : Consumer Wireless Service,11231.6,8676,1547.3,0,11.6,0,0,0,4.8,0,992,0
"WEEK OF NOV 20, 2017 (B)",AT&T : ISP & Satellite Service,15.1,0,0,0,0,0,0,0,15.1,0,0,0
"WEEK OF NOV 20, 2017 (B)",AT&T : ISP & Wireless Service,1.5,0,0,0,0,0,0,0,1.5,0,0,0
"WEEK OF NOV 20, 2017 (B)",AT&T : ISP/Phone/TV,163.2,0,0,0,0,0,0,0,163.2,0,0,0
"WEEK OF NOV 20, 2017 (B)",AT&T : Residential,190.4,0,0,0,0,0,0,0,0,0,190.4,0
"WEEK OF NOV 20, 2017 (B)",AT&T : Satellite Service,179.6,178.7,0,0,0,0,0,0,0.9,0,0,0
"WEEK OF NOV 20, 2017 (B)",AT&T Business : ISP,110.3,7,5.4,0,77.9,0,0,0,20,0,0,0
"WEEK OF NOV 20, 2017 (B)",AT&T Communications : Corporate Promotion,457.1,0,0,0,0,0,0,0,0,457.1,0,0
"WEEK OF NOV 20, 2017 (B)",AT&T Go Phone : Pre-Paid Wireless Service,114.3,0,0,0,0,0,0,0,0,114.3,0,0
"WEEK OF NOV 20, 2017 (B)",AT&T Inc : Corporate Promotion,14.8,0,14.8,0,0,0,0,0,0,0,0,0
